ID,plug,species,tank,treatment,chim,size,dose,days,disease,surv,area,perc_left,rate,prev
CN343,D1,Cnat,disease3,disease,chimera,small,1,0,0,1,0.508,100,,
CN344,D1,Cnat,disease3,disease,chimera,small,1,0,0,1,0.514,100,,
CN345,D1,Cnat,disease3,disease,chimera,small,1,0,0,1,0.591,100,,
CN346,D1,Cnat,disease3,disease,chimera,small,1,0,0,1,0.602,100,,
CN347,D1,Cnat,disease3,disease,solitary,small,1,0,0,1,0.998,100,,
CN348,D1,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.195,100,,
CN349,D1,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.724,100,,
CN350,D1,Cnat,disease3,disease,solitary,medium,1,0,0,1,3.485,100,,
CN351,D1,Cnat,disease3,disease,chimera,medium,1,0,0,1,3.806,100,,
CN352,D1,Cnat,disease3,disease,solitary,large,1,0,0,1,5.104,100,,
CN353,D10,Cnat,disease3,disease,solitary,medium,1,0,0,1,1.872,100,,
CN354,D2,Cnat,disease3,disease,solitary,small,1,0,0,1,0.348,100,,
CN355,D2,Cnat,disease3,disease,solitary,small,1,0,0,1,0.527,100,,
CN356,D2,Cnat,disease3,disease,solitary,small,1,0,0,1,0.601,100,,
CN357,D2,Cnat,disease3,disease,chimera,small,1,0,0,1,0.61,100,,
CN358,D2,Cnat,disease3,disease,solitary,small,1,0,0,1,0.718,100,,
CN359,D2,Cnat,disease3,disease,chimera,small,1,0,0,1,0.915,100,,
CN360,D2,Cnat,disease3,disease,chimera,small,1,0,0,1,1.043,100,,
CN361,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.155,100,,
CN362,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.19,100,,
CN363,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.25,100,,
CN364,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.334,100,,
CN365,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.422,100,,
CN366,D2,Cnat,disease3,disease,solitary,medium,1,0,0,1,1.613,100,,
CN367,D2,Cnat,disease3,disease,solitary,medium,1,0,0,1,1.616,100,,
CN368,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.67,100,,
CN369,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.862,100,,
CN370,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.964,100,,
CN371,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.991,100,,
CN372,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.079,100,,
CN373,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.124,100,,
CN374,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.236,100,,
CN375,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.474,100,,
CN376,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.569,100,,
CN377,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.758,100,,
CN378,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,3.222,100,,
CN379,D2,Cnat,disease3,disease,solitary,medium,1,0,0,1,3.355,100,,
CN380,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,3.363,100,,
CN381,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,3.454,100,,
CN382,D2,Cnat,disease3,disease,solitary,medium,1,0,0,1,3.989,100,,
CN383,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,4.878,100,,
CN384,D2,Cnat,disease3,disease,chimera,medium,1,0,0,1,5.023,100,,
CN385,D2,Cnat,disease3,disease,chimera,large,1,0,0,1,5.711,100,,
CN386,D2,Cnat,disease3,disease,chimera,large,1,0,0,1,6.232,100,,
CN387,D2,Cnat,disease3,disease,solitary,large,1,0,0,1,6.714,100,,
CN388,D2,Cnat,disease3,disease,chimera,large,1,0,0,1,7.014,100,,
CN389,D2,Cnat,disease3,disease,chimera,large,1,0,0,1,8.414,100,,
CN390,D2,Cnat,disease3,disease,chimera,large,1,0,0,1,8.686,100,,
CN391,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.425,100,,
CN392,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.52,100,,
CN393,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.696,100,,
CN394,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.775,100,,
CN395,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.808,100,,
CN396,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,0.867,100,,
CN397,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.875,100,,
CN398,D3,Cnat,disease3,disease,solitary,small,1,0,0,1,0.882,100,,
CN399,D3,Cnat,disease3,disease,chimera,small,1,0,0,1,0.904,100,,
CN400,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.151,100,,
CN401,D3,Cnat,disease3,disease,solitary,medium,1,0,0,1,1.445,100,,
CN402,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.652,100,,
CN403,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.679,100,,
CN404,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.342,100,,
CN405,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.606,100,,
CN406,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,2.637,100,,
CN407,D3,Cnat,disease3,disease,chimera,large,1,0,0,1,7.86,100,,
CN408,D3,Cnat,disease3,disease,chimera,medium,1,0,0,1,3.45,100,,
CN409,D3,Cnat,disease3,disease,solitary,large,1,0,0,1,5.033,100,,
CN410,D3,Cnat,disease3,disease,chimera,large,1,0,0,1,5.794,100,,
CN411,D3,Cnat,disease3,disease,chimera,large,1,0,0,1,6.955,100,,
CN412,D3,Cnat,disease3,disease,chimera,large,1,0,0,1,6.992,100,,
CN413,D3,Cnat,disease3,disease,chimera,large,1,0,0,1,8.575,100,,
CN414,D4,Cnat,disease3,disease,solitary,medium,1,0,0,1,3.307,100,,
CN415,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.298,100,,
CN416,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.321,100,,
CN417,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.348,100,,
CN418,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.444,100,,
CN419,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.462,100,,
CN420,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.468,100,,
CN421,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.483,100,,
CN422,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.484,100,,
CN423,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.53,100,,
CN424,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.543,100,,
CN425,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.564,100,,
CN426,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.6,100,,
CN427,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.684,100,,
CN428,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.686,100,,
CN429,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.699,100,,
CN430,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.715,100,,
CN431,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.862,100,,
CN432,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.901,100,,
CN433,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.901,100,,
CN434,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.922,100,,
CN435,D5,Cnat,disease3,disease,solitary,small,1,0,0,1,0.96,100,,
CN436,D5,Cnat,disease3,disease,chimera,small,1,0,0,1,0.967,100,,
CN437,D5,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.024,100,,
CN438,D5,Cnat,disease3,disease,solitary,medium,1,0,0,1,1.175,100,,
CN439,D5,Cnat,disease3,disease,chimera,medium,1,0,0,1,1.254,100,,
CN440,D6,Cnat,disease3,disease,chimera,small,1,0,0,1,0.8,100,,
CN441,D6,Cnat,disease3,disease,chimera,small,1,0,0,1,0.998,100,,
CN442,D6,Cnat,disease3,disease,chimera,small,1,0,0,1,1.858,100,,
CN443,D6,Cnat,disease3,disease,solitary,medium,1,0,0,1,2.679,100,,
CN444,D6,Cnat,disease3,disease,chimera,medium,1,0,0,1,3.989,100,,
CN445,D6,Cnat,disease3,disease,chimera,medium,1,0,0,1,4.129,100,,
CN446,D7,Cnat,disease3,disease,chimera,small,1,0,0,1,0.698,100,,
CN447,D7,Cnat,disease3,disease,solitary,medium,1,0,0,1,2.693,100,,
CN448,D7,Cnat,disease3,disease,chimera,medium,1,0,0,1,6.047,100,,
CN449,D8,Cnat,disease3,disease,solitary,small,1,0,0,1,0.763,100,,
CN450,D8,Cnat,disease3,disease,solitary,small,1,0,0,1,0.973,100,,
CN451,D8,Cnat,disease3,disease,solitary,medium,1,0,0,1,2.806,100,,
CN452,D9,Cnat,disease3,disease,solitary,small,1,0,0,1,0.556,100,,
CN453,D9,Cnat,disease3,disease,solitary,small,1,0,0,1,0.779,100,,
DL1,A11,Dlab,control,control,solitary,large,1,0,0,1,117.793,100,,
DL2,A12,Dlab,control,control,chimera,large,1,0,0,1,79.051,100,,
DL3,A12,Dlab,control,control,chimera,large,1,0,0,1,123.731,100,,
DL4,A13,Dlab,control,control,solitary,medium,1,0,0,1,26.579,100,,
DL5,A14,Dlab,control,control,solitary,medium,1,0,0,1,32.046,100,,
DL6,A15,Dlab,control,control,solitary,large,1,0,0,1,107.746,100,,
DL7,A16,Dlab,control,control,solitary,small,1,0,0,1,8.61,100,,
DL8,A16,Dlab,control,control,chimera,small,1,0,0,1,6.881,100,,
DL9,A16,Dlab,control,control,chimera,medium,1,0,0,1,14.532,100,,
DL10,A16,Dlab,control,control,chimera,medium,1,0,0,1,18.22,100,,
DL11,B12,Dlab,disease1,disease,solitary,large,1,0,0,1,63.626,100,,
DL12,B13,Dlab,disease1,disease,chimera,medium,1,0,0,1,44.385,100,,
DL13,B13,Dlab,disease1,disease,chimera,large,1,0,0,1,74.571,100,,
DL14,B14,Dlab,disease1,disease,chimera,small,1,0,0,1,3.431,100,,
DL15,B14,Dlab,disease1,disease,chimera,medium,1,0,0,1,18.432,100,,
DL16,B14,Dlab,disease1,disease,chimera,medium,1,0,0,1,22.934,100,,
DL17,B15,Dlab,disease1,disease,chimera,small,1,0,0,1,5.209,100,,
DL18,B15,Dlab,disease1,disease,chimera,medium,1,0,0,1,19.647,100,,
DL19,B16,Dlab,disease1,disease,solitary,small,1,0,0,1,3.518,100,,
DL20,B16,Dlab,disease1,disease,solitary,small,1,0,0,1,3.58,100,,
DL21,B16,Dlab,disease1,disease,solitary,small,1,0,0,1,5.785,100,,
DL22,B17,Dlab,disease1,disease,solitary,small,1,0,0,1,5.94,100,,
DL23,C11,Dlab,disease2,disease,solitary,medium,1,0,0,1,33.434,100,,
DL24,C11,Dlab,disease2,disease,chimera,small,1,0,0,1,6.672,100,,
DL25,C11,Dlab,disease2,disease,chimera,large,1,0,0,1,59.128,100,,
DL26,C12,Dlab,disease2,disease,solitary,medium,1,0,0,1,39.083,100,,
DL27,C13,Dlab,disease2,disease,solitary,large,1,0,0,1,103.477,100,,
DL28,C13,Dlab,disease2,disease,solitary,large,1,0,0,1,124.92,100,,
DL29,C14,Dlab,disease2,disease,solitary,large,1,0,0,1,96.018,100,,
DL30,C15,Dlab,disease2,disease,solitary,small,1,0,0,1,3.968,100,,
DL31,C16,Dlab,disease2,disease,chimera,small,1,0,0,1,6.55,100,,
DL32,C16,Dlab,disease2,disease,chimera,medium,1,0,0,1,23.954,100,,
DL33,D11,Dlab,disease3,disease,solitary,medium,1,0,0,1,48.613,100,,
DL34,D12,Dlab,disease3,disease,solitary,medium,1,0,0,1,35.341,100,,
DL35,D13,Dlab,disease3,disease,solitary,large,1,0,0,1,59.103,100,,
DL36,D14,Dlab,disease3,disease,solitary,large,1,0,0,1,83.598,100,,
DL37,D15,Dlab,disease3,disease,chimera,small,1,0,0,1,7.005,100,,
DL38,D15,Dlab,disease3,disease,chimera,medium,1,0,0,1,18.533,100,,
DL39,D15,Dlab,disease3,disease,chimera,medium,1,0,0,1,20.885,100,,
DL40,D15,Dlab,disease3,disease,chimera,medium,1,0,0,1,29.319,100,,
DL41,D16,Dlab,disease3,disease,chimera,small,1,0,0,1,3.614,100,,
DL42,D16,Dlab,disease3,disease,chimera,medium,1,0,0,1,13.213,100,,
CN1,A1,Cnat,control,control,chimera,small,1,2,0,1,0.586,,,
CN2,A1,Cnat,control,control,chimera,small,1,2,0,1,0.705,,,
CN3,A1,Cnat,control,control,chimera,small,1,2,0,1,0.791,,,
CN4,A1,Cnat,control,control,chimera,small,1,2,0,1,0.945,,,
CN5,A1,Cnat,control,control,chimera,medium,1,2,0,1,1.839,,,
CN6,A1,Cnat,control,control,solitary,medium,1,2,0,1,1.876,,,
CN7,A1,Cnat,control,control,chimera,medium,1,2,0,1,2.184,,,
CN8,A1,Cnat,control,control,chimera,medium,1,2,0,1,2.538,,,
CN9,A1,Cnat,control,control,chimera,medium,1,2,0,1,2.887,,,
CN10,A1,Cnat,control,control,chimera,medium,1,2,0,1,4.08,,,
CN11,A1,Cnat,control,control,chimera,medium,1,2,0,1,4.768,,,
CN12,A1,Cnat,control,control,chimera,large,1,2,0,1,5.34,,,
CN13,A1,Cnat,control,control,chimera,large,1,2,0,1,5.973,,,
CN14,A1,Cnat,control,control,chimera,large,1,2,0,1,6.552,,,
CN15,A1,Cnat,control,control,solitary,large,1,2,0,1,7.197,,,
CN16,A1,Cnat,control,control,chimera,large,1,2,0,1,7.343,,,
CN17,A1,Cnat,control,control,solitary,large,1,2,0,1,12.564,,,
CN18,A10,Cnat,control,control,solitary,small,1,2,0,1,0.519,,,
CN19,A10,Cnat,control,control,chimera,small,1,2,0,1,0.736,,,
CN20,A10,Cnat,control,control,chimera,small,1,2,0,1,0.807,,,
CN21,A10,Cnat,control,control,solitary,medium,1,2,0,1,2.364,,,
CN22,A10,Cnat,control,control,solitary,medium,1,2,0,1,1.776,,,
CN23,A10,Cnat,control,control,solitary,medium,1,2,0,1,3.946,,,
CN24,A10,Cnat,control,control,solitary,medium,1,2,0,1,1.947,,,
CN25,A10,Cnat,control,control,solitary,medium,1,2,0,1,2.005,,,
CN26,A10,Cnat,control,control,solitary,large,1,2,0,1,6.886,,,
CN27,A10,Cnat,control,control,solitary,small,1,2,0,1,0.798,,,
CN28,A10,Cnat,control,disease,solitary,small,1,2,0,1,0.653,,,
CN29,A2,Cnat,control,control,chimera,small,1,2,0,1,0.456,,,
CN30,A2,Cnat,control,control,chimera,small,1,2,0,1,0.482,,,
CN31,A2,Cnat,control,control,chimera,small,1,2,0,1,0.504,,,
CN32,A2,Cnat,control,control,chimera,small,1,2,0,1,0.553,,,
CN33,A2,Cnat,control,control,chimera,small,1,2,0,1,0.601,,,
CN34,A2,Cnat,control,control,chimera,small,1,2,0,1,0.639,,,
CN35,A2,Cnat,control,control,solitary,small,1,2,0,1,0.654,,,
CN36,A2,Cnat,control,control,chimera,small,1,2,0,1,0.716,,,
CN37,A2,Cnat,control,control,solitary,medium,1,2,0,1,0.717,,,
CN38,A2,Cnat,control,control,chimera,small,1,2,0,1,0.745,,,
CN39,A2,Cnat,control,control,chimera,small,1,2,0,1,0.783,,,
CN40,A2,Cnat,control,control,solitary,small,1,2,0,1,0.798,,,
CN41,A2,Cnat,control,control,solitary,small,1,2,0,1,0.853,,,
CN42,A2,Cnat,control,control,chimera,small,1,2,0,1,0.904,,,
CN43,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.21,,,
CN44,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.326,,,
CN45,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.593,,,
CN46,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.733,,,
CN47,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.784,,,
CN48,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.814,,,
CN49,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.907,,,
CN50,A2,Cnat,control,control,chimera,medium,1,2,0,1,1.917,,,
CN51,A2,Cnat,control,control,chimera,medium,1,2,0,1,2.036,,,
CN52,A2,Cnat,control,control,chimera,medium,1,2,0,1,2.385,,,
CN53,A2,Cnat,control,control,chimera,medium,1,2,0,1,2.443,,,
CN54,A2,Cnat,control,control,solitary,medium,1,2,0,1,2.658,,,
CN55,A2,Cnat,control,control,chimera,medium,1,2,0,1,2.802,,,
CN56,A2,Cnat,control,control,chimera,medium,1,2,0,1,2.84,,,
CN57,A2,Cnat,control,control,chimera,medium,1,2,0,1,3.128,,,
CN58,A2,Cnat,control,control,chimera,medium,1,2,0,1,3.58,,,
CN59,A2,Cnat,control,control,chimera,medium,1,2,0,1,3.752,,,
CN60,A2,Cnat,control,control,chimera,medium,1,2,0,1,4.693,,,
CN61,A2,Cnat,control,control,chimera,large,1,2,0,1,5.161,,,
CN62,A2,Cnat,control,control,chimera,large,1,2,0,1,5.239,,,
CN63,A2,Cnat,control,control,chimera,large,1,2,0,1,5.993,,,
CN64,A2,Cnat,control,control,solitary,large,1,2,0,1,6.275,,,
CN65,A2,Cnat,control,control,chimera,large,1,2,0,1,6.923,,,
CN66,A2,Cnat,control,control,chimera,large,1,2,0,1,8.309,,,
CN67,A2,Cnat,control,control,solitary,large,1,2,0,1,8.337,,,
CN68,A3,Cnat,control,control,solitary,small,1,2,0,1,0.67,,,
CN69,A4,Cnat,control,control,chimera,small,1,2,0,1,0.903,,,
CN70,A4,Cnat,control,control,chimera,medium,1,2,0,1,1.12,,,
CN71,A5,Cnat,control,control,solitary,small,1,2,0,1,0.791,,,
CN72,A5,Cnat,control,control,chimera,medium,1,2,0,1,1.715,,,
CN73,A5,Cnat,control,control,chimera,medium,1,2,0,1,1.831,,,
CN74,A5,Cnat,control,control,chimera,medium,1,2,0,1,1.956,,,
CN75,A5,Cnat,control,control,chimera,large,1,2,0,1,5.59,,,
CN76,A6,Cnat,control,control,solitary,small,1,2,0,1,0.836,,,
CN77,A6,Cnat,control,control,solitary,small,1,2,0,1,0.996,,,
CN78,A6,Cnat,control,control,solitary,small,1,2,0,1,0.431,,,
CN79,A7,Cnat,control,control,solitary,small,1,2,0,1,0.467,,,
CN80,A7,Cnat,control,control,solitary,small,1,2,0,1,0.679,,,
CN81,A7,Cnat,control,control,solitary,small,1,2,0,1,0.77,,,
CN82,A7,Cnat,control,control,solitary,small,1,2,0,1,0.785,,,
CN83,A7,Cnat,control,control,solitary,small,1,2,0,1,0.867,,,
CN84,A7,Cnat,control,control,solitary,small,1,2,0,1,0.907,,,
CN85,A8,Cnat,control,control,solitary,small,1,2,0,1,0.496,,,
CN86,A8,Cnat,control,control,solitary,small,1,2,0,1,0.541,,,
CN87,A9,Cnat,control,control,solitary,small,1,2,0,1,0.512,,,
CN88,B1,Cnat,disease1,disease,chimera,small,1,2,0,1,0.421,,,
CN89,B1,Cnat,disease1,disease,chimera,small,1,2,0,1,0.433,,,
CN90,B1,Cnat,disease1,disease,chimera,small,1,2,0,1,0.683,,,
CN91,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.401,,,
CN92,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.562,,,
CN93,B1,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.785,,,
CN94,B1,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.846,,,
CN95,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.882,,,
CN96,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.952,,,
CN97,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.996,,,
CN98,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.087,,,
CN99,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.158,,,
CN100,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.196,,,
CN101,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.316,,,
CN102,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.324,,,
CN103,B1,Cnat,disease1,disease,solitary,medium,1,2,0,1,2.61,,,
CN104,B1,Cnat,disease1,disease,solitary,medium,1,2,0,1,2.755,,,
CN105,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.002,,,
CN106,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.094,,,
CN107,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.347,,,
CN108,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.375,,,
CN109,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.578,,,
CN110,B1,Cnat,disease1,disease,chimera,medium,1,2,0,1,4.967,,,
CN111,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,5.132,,,
CN112,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,5.149,,,
CN113,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,5.836,,,
CN114,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,5.978,,,
CN115,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,6.641,,,
CN116,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,7.03,,,
CN117,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,7.066,,,
CN118,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,7.895,,,
CN119,B1,Cnat,disease1,disease,chimera,large,1,2,0,1,10.144,,,
CN120,B1,Cnat,disease1,disease,solitary,large,1,2,0,1,12.606,,,
CN121,B10,Cnat,disease1,disease,chimera,small,1,2,0,1,0.405,,,
CN122,B10,Cnat,disease1,disease,chimera,small,1,2,0,1,0.523,,,
CN123,B10,Cnat,disease1,disease,solitary,small,1,2,0,1,0.573,,,
CN124,B10,Cnat,disease1,disease,solitary,small,1,2,1,1,0.657,30,15,
CN125,B11,Cnat,disease1,disease,chimera,small,1,2,0,1,0.28,,,
CN126,B11,Cnat,disease1,disease,chimera,small,1,2,0,1,0.31,,,
CN127,B11,Cnat,disease1,disease,solitary,small,1,2,0,1,0.336,,,
CN128,B11,Cnat,disease1,disease,solitary,small,1,2,0,1,0.46,,,
CN129,B11,Cnat,disease1,disease,chimera,small,1,2,0,1,0.594,,,
CN130,B11,Cnat,disease1,disease,chimera,small,1,2,0,1,0.776,,,
CN131,B11,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.316,,,
CN132,B2,Cnat,disease1,disease,chimera,small,1,2,0,1,0.297,,,
CN133,B2,Cnat,disease1,disease,solitary,small,1,2,0,1,0.595,,,
CN134,B2,Cnat,disease1,disease,chimera,small,1,2,0,1,0.813,,,
CN135,B2,Cnat,disease1,disease,chimera,small,1,2,0,1,0.875,,,
CN136,B2,Cnat,disease1,disease,chimera,small,1,2,0,1,1.078,,,
CN137,B2,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.185,,,
CN138,B2,Cnat,disease1,disease,chimera,small,1,2,0,1,1.207,,,
CN139,B2,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.847,,,
CN140,B2,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.181,,,
CN141,B2,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.222,,,
CN142,B2,Cnat,disease1,disease,chimera,medium,1,2,0,1,3.883,,,
CN143,B2,Cnat,disease1,disease,solitary,medium,1,2,0,1,4.395,,,
CN144,B2,Cnat,disease1,disease,chimera,medium,1,2,0,1,4.615,,,
CN145,B2,Cnat,disease1,disease,chimera,large,1,2,0,1,5.639,,,
CN146,B2,Cnat,disease1,disease,chimera,large,1,2,0,1,5.841,,,
CN147,B2,Cnat,disease1,disease,chimera,large,1,2,0,1,7.149,,,
CN148,B2,Cnat,disease1,disease,solitary,large,1,2,0,1,12.747,,,
CN149,B2,Cnat,disease1,disease,chimera,large,1,2,0,1,15.12,,,
CN150,B3,Cnat,disease1,disease,solitary,small,1,2,0,1,0.529,,,
CN151,B3,Cnat,disease1,disease,solitary,small,1,2,0,1,0.574,,,
CN152,B3,Cnat,disease1,disease,solitary,small,1,2,0,1,0.655,,,
CN153,B3,Cnat,disease1,disease,chimera,small,1,2,0,1,0.708,,,
CN154,B3,Cnat,disease1,disease,chimera,small,1,2,0,1,0.794,,,
CN155,B3,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.452,,,
CN156,B3,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.097,,,
CN157,B3,Cnat,disease1,disease,chimera,medium,1,2,0,1,2.511,,,
CN158,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.414,,,
CN159,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.501,,,
CN160,B5,Cnat,disease1,disease,solitary,small,1,2,0,1,0.539,,,
CN161,B5,Cnat,disease1,disease,solitary,small,1,2,0,1,0.543,,,
CN162,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.562,,,
CN163,B5,Cnat,disease1,disease,solitary,small,1,2,0,1,0.653,,,
CN164,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.663,,,
CN165,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.686,,,
CN166,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.7,,,
CN167,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.863,,,
CN168,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.87,,,
CN169,B5,Cnat,disease1,disease,chimera,small,1,2,0,1,0.931,,,
CN170,B5,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.384,,,
CN171,B6,Cnat,disease1,disease,solitary,small,1,2,0,1,0.743,,,
CN172,B6,Cnat,disease1,disease,solitary,small,1,2,0,1,0.917,,,
CN173,B6,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.239,,,
CN174,B7,Cnat,disease1,disease,solitary,small,1,2,0,0,0.632,0,50,
CN175,B7,Cnat,disease1,disease,solitary,small,1,2,0,1,0.793,,,
CN176,B7,Cnat,disease1,disease,solitary,small,1,2,0,0,0.856,0,50,
CN177,B8,Cnat,disease1,disease,solitary,small,1,2,0,1,0.473,,,
CN178,B8,Cnat,disease1,disease,chimera,small,1,2,0,1,0.516,,,
CN179,B8,Cnat,disease1,disease,chimera,small,1,2,0,1,0.588,,,
CN180,B8,Cnat,disease1,disease,chimera,small,1,2,0,1,0.608,,,
CN181,B8,Cnat,disease1,disease,chimera,small,1,2,0,1,0.696,,,
CN182,B8,Cnat,disease1,disease,chimera,small,1,2,0,1,0.872,,,
CN183,B8,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.073,,,
CN184,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.234,,,
CN185,B8,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.251,,,
CN186,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.295,,,
CN187,B8,Cnat,disease1,disease,solitary,medium,1,2,0,1,1.301,,,
CN188,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.453,,,
CN189,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.491,,,
CN190,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.64,,,
CN191,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.801,,,
CN192,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,1.874,,,
CN193,B8,Cnat,disease1,disease,chimera,medium,1,2,0,1,4.897,,,
